permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,first_funding_year,last_funding_year
/organization/xdx,CareDx,http://www.xdx.com,Biotechnology|Diagnostics|Fitness|Health and Wellness|Health Care|Health Diagnostics,146397292,ipo,USA,CA,SF Bay Area,Brisbane,9,2000-01-01,2000-01,2000-Q1,2000,2004-12-01,2012-09-12,2004,2012
/organization/optimizely,Optimizely,http://optimizely.com,Ad Targeting|Internet Marketing|Personalization|Software,146200000,operating,USA,CA,SF Bay Area,San Francisco,6,2009-12-01,2009-12,2009-Q4,2009,2009-12-15,2015-10-13,2009,2015
/organization/solazyme,Solazyme,http://www.solazyme.com,Chemicals|Clean Technology,146110000,ipo,USA,CA,SF Bay Area,South San Francisco,7,2003-01-01,2003-01,2003-Q1,2003,2004-12-01,2010-08-09,2004,2010
/organization/coursera,Coursera,http://www.coursera.org,EdTech|Education,146100000,operating,USA,CA,SF Bay Area,Mountain View,6,2012-01-01,2012-01,2012-Q1,2012,2012-04-18,2015-10-27,2012,2015
/organization/trilliant,Trilliant,http://www.trilliantinc.com,Hardware + Software|Smart Grid,146000000,operating,USA,CA,SF Bay Area,Redwood City,3,1995-01-01,1995-01,1995-Q1,1995,2008-08-19,2010-12-21,2008,2010
/organization/five-prime-therapeutics,Five Prime Therapeutics,http://www.fiveprime.com,Biotechnology|Health and Wellness|Health Care,145540487,ipo,USA,CA,SF Bay Area,San Francisco,6,2002-01-01,2002-01,2002-Q1,2002,2005-02-08,2014-03-26,2005,2014
/organization/mobileiron,MobileIron,http://www.mobileiron.com,Apps|Mobile|Mobile Devices|Mobile Security,144800000,ipo,USA,CA,SF Bay Area,Mountain View,8,2007-05-01,2007-05,2007-Q2,2007,2007-09-24,2013-10-10,2007,2013
/organization/obopay,obopay,http://obopay.com,Mobile,144760181,operating,USA,CA,SF Bay Area,Redwood City,6,2005-01-01,2005-01,2005-Q1,2005,2006-03-08,2011-07-25,2006,2011
/organization/versartis,Versartis,http://www.versartis.com,Health Care,144499999,ipo,USA,CA,SF Bay Area,Menlo Park,6,2008-12-01,2008-12,2008-Q4,2008,2009-06-02,2014-02-19,2009,2014
/organization/anaplan,Anaplan,http://www.anaplan.com,Cloud Computing|Enterprise Software,144400000,operating,USA,CA,SF Bay Area,San Francisco,3,2006-01-01,2006-01,2006-Q1,2006,2012-01-19,2014-05-13,2012,2014
/organization/nanosys,Nanosys,http://www.nanosysinc.com,Nanotechnology,144273501,operating,USA,CA,SF Bay Area,Milpitas,9,2001-01-01,2001-01,2001-Q1,2001,2003-04-24,2015-06-02,2003,2015
/organization/intrapace,Intrapace,http://intrapace.com,Biotechnology,143922827,operating,USA,CA,SF Bay Area,San Jose,6,2001-01-01,2001-01,2001-Q1,2001,2004-07-14,2013-08-26,2004,2013
/organization/genetic-finance,Sentient Technologies,http://Sentient.Ai,Software,143780450,operating,USA,CA,SF Bay Area,San Francisco,5,2007-01-01,2007-01,2007-Q1,2007,2010-04-19,2014-11-24,2010,2014
/organization/otonomy,Otonomy,http://www.otonomy.com,Biotechnology,143400000,ipo,USA,CA,San Diego,San Diego,4,2008-01-01,2008-01,2008-Q1,2008,2010-06-11,2014-04-30,2010,2014
/organization/aduro-biotech,Aduro BioTech,http://www.aduro.com,Biotechnology,143380947,ipo,USA,CA,SF Bay Area,Berkeley,8,2000-01-01,2000-01,2000-Q1,2000,2009-11-17,2015-01-05,2009,2015
/organization/mobitv,MobiTV,http://mobitv.com,Games|Mobile Video|Software|Video Streaming,142799000,operating,USA,CA,SF Bay Area,Emeryville,7,2003-11-01,2003-11,2003-Q4,2003,2001-06-30,2013-04-01,2001,2013
/organization/illumio,Illumio,http://www.illumio.com,Data Centers|Enterprise Software|Security|Software,142500000,operating,USA,CA,SF Bay Area,Sunnyvale,3,2013-01-01,2013-01,2013-Q1,2013,2013-01-14,2015-04-14,2013,2015
/organization/virident-systems,Virident Systems,http://www.virident.com,Clean Technology|Enterprise Software|Hardware|Technology,142332152,acquired,USA,CA,SF Bay Area,Milpitas,8,2006-01-01,2006-01,2006-Q1,2006,2007-05-01,2013-01-28,2007,2013
/organization/yammer,Yammer,http://www.yammer.com,Enterprises|Enterprise Software|Networking|Social Media|Twitter Applications|Web Development,142000000,acquired,USA,CA,SF Bay Area,San Francisco,5,2008-09-10,2008-09,2008-Q3,2008,2009-01-19,2012-02-29,2009,2012
/organization/auction-com,Auction.com,http://www.auction.com,Real Estate,141750000,operating,USA,CA,Anaheim,Irvine,3,2007-01-01,2007-01,2007-Q1,2007,2012-08-17,2014-03-05,2012,2014
/organization/ciphermax,CipherMax,http://www.CipherMaxInc.com,Security,141535713,closed,USA,CA,SF Bay Area,San Jose,8,2000-01-01,2000-01,2000-Q1,2000,2001-05-08,2007-02-25,2001,2007
/organization/carbon3d,Carbon3D,http://carbon3d.com,3D Technology,141000000,operating,USA,CA,SF Bay Area,Redwood City,3,2013-01-01,2013-01,2013-Q1,2013,2013-12-31,2015-08-20,2013,2015
/organization/quora,Quora,http://quora.com,Curated Web|Semantic Search,141000000,operating,USA,CA,SF Bay Area,Mountain View,3,2009-06-01,2009-06,2009-Q2,2009,2010-03-28,2014-04-09,2010,2014
/organization/ironplanet,IronPlanet,http://www.ironplanet.com,E-Commerce,140041914,operating,USA,CA,SF Bay Area,Pleasanton,7,1999-01-01,1999-01,1999-Q1,1999,1999-01-01,2015-09-17,1999,2015
/organization/nantworks,NantWorks,http://nantmobile.com/,Semiconductors,140000000,operating,USA,CA,Los Angeles,Los Angeles,2,2013-01-01,2013-01,2013-Q1,2013,2012-07-25,2014-05-18,2012,2014
/organization/retailnext,RetailNext,http://www.retailnext.net,Data Visualization|Manufacturing|Retail,140000000,operating,USA,CA,SF Bay Area,San Jose,2,2007-11-01,2007-11,2007-Q4,2007,2014-04-30,2015-04-15,2014,2015
/organization/intacct,Intacct,http://www.intacct.com,Accounting|Cloud Computing|Enterprise Software|Finance|SaaS|Software,139800000,operating,USA,CA,SF Bay Area,San Jose,9,1999-01-01,1999-01,1999-Q1,1999,2006-05-21,2014-02-18,2006,2014
/organization/osisoft,OSIsoft,http://www.osisoft.com,Enterprise Software,139500000,operating,USA,CA,SF Bay Area,San Leandro,2,1980-01-01,1980-01,1980-Q1,1980,2009-10-21,2011-01-05,2009,2011
/organization/easic,eASIC,http://www.easic.com,Semiconductors,139143676,operating,USA,CA,SF Bay Area,Santa Clara,9,1999-01-01,1999-01,1999-Q1,1999,2004-05-28,2013-09-11,2004,2013
/organization/nixon,Nixon,http://www.nixon.com/ot/en/,Fashion,139000000,operating,USA,CA,San Diego,Encinitas,1,1997-01-01,1997-01,1997-Q1,1997,2012-02-19,2012-02-19,2012,2012
/organization/deliveryagent,Delivery Agent,http://www.deliveryagent.com,E-Commerce,138442109,operating,USA,CA,SF Bay Area,San Francisco,12,2001-01-01,2001-01,2001-Q1,2001,2005-03-29,2014-08-26,2005,2014
/organization/alvine-pharmaceuticals,Alvine Pharmaceuticals,http://www.alvinepharma.com,Biotechnology,138012000,operating,USA,CA,SF Bay Area,San Carlos,6,2005-01-01,2005-01,2005-Q1,2005,2006-09-06,2013-05-14,2006,2013
/organization/wikimedia-foundation,Wikimedia Foundation,http://wikimediafoundation.org,Nonprofits|Open Source|Semantic Search|Web Tools,138000000,operating,USA,CA,SF Bay Area,San Francisco,8,2003-06-20,2003-06,2003-Q2,2003,2008-03-01,2012-12-01,2008,2012
/organization/viasat,ViaSat,http://www.viasat.com,Mobile,137805780,ipo,USA,CA,San Diego,Carlsbad,2,1986-01-01,1986-01,1986-Q1,1986,2009-12-23,2010-07-08,2009,2010
/organization/audentes-therapeutics,Audentes Therapeutics,http://audentestx.com,Biotechnology,137500000,operating,USA,CA,SF Bay Area,San Francisco,3,2013-01-01,2013-01,2013-Q1,2013,2013-07-18,2015-10-13,2013,2015
/organization/autonomic-technologies,Autonomic Technologies,http://www.ati-spg.com,Health Care,136200000,operating,USA,CA,SF Bay Area,San Francisco,5,2007-01-01,2007-01,2007-Q1,2007,2008-01-14,2015-06-25,2008,2015
/organization/tubemogul,TubeMogul,http://www.tubemogul.com,Advertising|Analytics|Content Syndication|Internet|Online Video Advertising|Software|Video,136057047,ipo,USA,CA,SF Bay Area,Emeryville,8,2006-11-01,2006-11,2006-Q4,2006,2007-10-15,2015-06-11,2007,2015
/organization/achronix-semiconductor,Achronix Semiconductor,http://www.achronix.com,Semiconductors,135776263,operating,USA,CA,SF Bay Area,Santa Clara,5,2004-01-01,2004-01,2004-Q1,2004,2007-01-23,2013-04-09,2007,2013
/organization/cardiokinetix,CardioKinetix,http://www.cardiokinetix.com,Health and Wellness|Health Care|Medical Devices,135500000,operating,USA,CA,SF Bay Area,Menlo Park,5,2003-01-01,2003-01,2003-Q1,2003,2008-07-15,2014-12-08,2008,2014
/organization/serious-materials,Serious Energy,http://www.seriousenergy.com,Clean Technology,135147224,operating,USA,CA,SF Bay Area,Sunnyvale,5,2002-05-01,2002-05,2002-Q2,2002,2007-11-01,2011-11-21,2007,2011
/organization/quixey,Quixey,http://www.quixey.com,Technology,134900000,operating,USA,CA,SF Bay Area,Mountain View,6,2009-11-01,2009-11,2009-Q4,2009,2011-04-07,2015-03-06,2011,2015
/organization/direct-flow-medical,Direct Flow Medical,http://www.directflowmedical.com,Health Care,134347607,operating,USA,CA,Napa Valley,Santa Rosa,5,2004-01-01,2004-01,2004-Q1,2004,2007-10-19,2014-12-05,2007,2014
/organization/ning,Ning by Glam Media,http://www.ning.com,Communities|Enterprise Software|Software,134000002,acquired,USA,CA,SF Bay Area,Brisbane,5,2004-10-31,2004-10,2004-Q4,2004,2007-01-01,2009-07-23,2007,2009
/organization/cytomx-therapeutics,CytomX Therapeutics,http://www.cytomx.com,Biotechnology,133500000,ipo,USA,CA,Santa Barbara,Santa Barbara,5,2008-01-01,2008-01,2008-Q1,2008,2010-03-03,2015-06-16,2010,2015
/organization/zpower,ZPower,http://zpowerbattery.com/index.html,Batteries|Clean Technology|Medical Devices,133437465,operating,USA,CA,Santa Barbara,Camarillo,8,1996-01-01,1996-01,1996-Q1,1996,2004-10-12,2014-05-28,2004,2014
/organization/irhythm,iRhythm Technologies,http://www.irhythmtech.com,Biotechnology,133171781,operating,USA,CA,SF Bay Area,San Francisco,11,2006-01-01,2006-01,2006-Q1,2006,2007-02-08,2015-03-17,2007,2015
/organization/glu-mobile,Glu Mobile,http://www.glu.com,Freemium|Games|Mobile|Technology,133121250,ipo,USA,CA,SF Bay Area,San Francisco,5,2001-01-01,2001-01,2001-Q1,2001,2005-04-22,2015-05-14,2005,2015
/organization/altschool,AltSchool,http://www.altschool.com,Education|Technology,133000000,operating,USA,CA,SF Bay Area,San Francisco,3,2013-01-01,2013-01,2013-Q1,2013,2013-08-01,2015-05-04,2013,2015
/organization/vessel-2,Vessel,http://www.vessel.com/,Content|Content Creators|Internet|Video,132500000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-01,2013-Q1,2013,2014-06-24,2015-04-17,2014,2015
/organization/optisolar,OptiSolar R&D,http://www.optisolar.com,Clean Technology|Manufacturing|Solar,132000000,acquired,USA,CA,SF Bay Area,Hayward,1,2002-01-01,2002-01,2002-Q1,2002,2008-04-11,2008-04-11,2008,2008
/organization/netskope,Netskope,https://www.netskope.com,Cloud Security|Data Security|Information Security|Software,131400000,operating,USA,CA,SF Bay Area,Los Altos,4,2012-10-08,2012-10,2012-Q4,2012,2013-01-01,2015-09-03,2013,2015
/organization/thredup,thredUP,http://www.thredup.com,E-Commerce|Fashion|Retail,131120000,operating,USA,CA,SF Bay Area,San Francisco,6,2009-01-01,2009-01,2009-Q1,2009,2010-02-24,2015-09-10,2010,2015
/organization/atieva,Atieva,http://www.atieva.com,Automotive|Electric Vehicles|Software,131000000,operating,USA,CA,SF Bay Area,Menlo Park,3,2007-01-01,2007-01,2007-Q1,2007,2009-12-17,2014-05-21,2009,2014
/organization/joyent,Joyent,http://www.joyent.com,Apps|Automotive|Cloud Computing|Enterprise Software|Facebook Applications|Infrastructure|Open Source|Software|Web Hosting,130999998,operating,USA,CA,SF Bay Area,San Francisco,8,2004-01-01,2004-01,2004-Q1,2004,2005-01-01,2014-10-31,2005,2014
/organization/specific-media,Specific Media,http://www.specificmedia.com,Advertising|Auctions|Digital Media,130868275,operating,USA,CA,Anaheim,Irvine,6,2000-07-01,2000-07,2000-Q3,2000,2006-01-31,2012-01-01,2006,2012
/organization/ecotality,ECOtality,http://www.reuters.com/article/2013/09/17/us-ecotality-bankruptcy-idUSBRE98G1E720130917,Clean Technology,130300000,closed,USA,CA,SF Bay Area,San Francisco,4,1999-01-01,1999-01,1999-Q1,1999,2009-08-01,2012-03-14,2009,2012
/organization/cyan,Cyan,http://cyaninc.com,Software|Telecommunications,130082104,acquired,USA,CA,Napa Valley,Petaluma,7,2006-01-01,2006-01,2006-Q1,2006,2006-09-15,2014-12-23,2006,2014
/organization/revision-optics,ReVision Optics,http://www.revisionoptics.com,Biotechnology,129999998,operating,USA,CA,Anaheim,Lake Forest,4,1996-01-01,1996-01,1996-Q1,1996,2007-04-30,2013-07-29,2007,2013
/organization/paxvax,PaxVax,http://paxvax.com,Biotechnology,129606472,operating,USA,CA,SF Bay Area,Menlo Park,7,2007-01-01,2007-01,2007-Q1,2007,2009-11-09,2014-07-28,2009,2014
/organization/wealthfront,Wealthfront,http://wealthfront.com,Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management,129500000,operating,USA,CA,SF Bay Area,Palo Alto,5,2011-12-01,2011-12,2011-Q4,2011,2008-12-16,2014-10-27,2008,2014
/organization/theravance,Theravance,http://www.theravance.com,Biotechnology|Health Care,129375000,ipo,USA,CA,SF Bay Area,South San Francisco,1,1996-01-01,1996-01,1996-Q1,1996,2010-11-29,2010-11-29,2010,2010
/organization/bill-com,Bill.com,http://www.bill.com,Finance|SaaS,129100000,operating,USA,CA,SF Bay Area,Palo Alto,8,2006-08-01,2006-08,2006-Q3,2006,2007-01-01,2015-02-11,2007,2015
/organization/birst,Birst,http://www.birst.com,Analytics|Business Intelligence|Enterprise Software|Web Development,129000000,operating,USA,CA,SF Bay Area,San Francisco,3,2004-01-01,2004-01,2004-Q1,2004,2012-05-01,2015-03-17,2012,2015
/organization/fastly,Fastly,http://www.fastly.com/,Content Delivery,129000000,operating,USA,CA,SF Bay Area,San Francisco,5,2011-03-08,2011-03,2011-Q1,2011,2011-01-01,2015-08-05,2011,2015
/organization/tradeshift,Tradeshift,http://tradeshift.com,Cloud Computing|Enterprise Software|Software,128999992,operating,USA,CA,SF Bay Area,San Francisco,4,2009-07-01,2009-07,2009-Q3,2009,2011-05-16,2014-05-08,2011,2014
/organization/revel-systems,Revel Systems,https://revelsystems.com,Analytics|Mobile|Mobile Payments|Point of Sale,128500000,operating,USA,CA,SF Bay Area,San Francisco,6,2010-09-15,2010-09,2010-Q3,2010,2011-05-24,2015-08-18,2011,2015
/organization/3-v-biosciences,3-V Biosciences,http://www.3vbio.com,Biotechnology,128477567,operating,USA,CA,SF Bay Area,Menlo Park,7,2007-03-01,2007-03,2007-Q1,2007,2007-05-22,2015-03-17,2007,2015
/organization/national-veterinary-associates,National Veterinary Associates,http://www.nvaonline.com,Medical Professionals,128000000,acquired,USA,CA,Los Angeles,Agoura Hills,1,1996-01-01,1996-01,1996-Q1,1996,2007-05-01,2007-05-01,2007,2007
/organization/tilera,Tilera,http://www.tilera.com,Semiconductors,127522596,acquired,USA,CA,SF Bay Area,San Jose,7,2004-01-01,2004-01,2004-Q1,2004,2005-06-13,2012-07-19,2005,2012
/organization/dfine-inc,DFine,http://www.dfineinc.com,Health Care|Medical Devices,127342000,operating,USA,CA,SF Bay Area,San Jose,7,2004-01-01,2004-01,2004-Q1,2004,2005-12-14,2012-04-01,2005,2012
/organization/singulex,Singulex,http://www.singulex.com,Biotechnology,127336875,operating,USA,CA,SF Bay Area,Alameda,7,2003-01-01,2003-01,2003-Q1,2003,2006-07-17,2013-09-26,2006,2013
/organization/reachlocal,ReachLocal,http://www.reachlocal.com,Advertising|Internet Marketing|Sales and Marketing|Semantic Search|SEO|Social Media|Web Presence Management,127335670,ipo,USA,CA,Los Angeles,Woodland Hills,8,2004-01-01,2004-01,2004-Q1,2004,2004-03-01,2015-05-06,2004,2015
/organization/motif-investing,Motif Investing,https://www.motifinvesting.com,Brokers|Consumers|Finance|Financial Services,126500000,operating,USA,CA,SF Bay Area,San Mateo,6,2010-06-01,2010-06,2010-Q2,2010,2011-07-07,2015-01-20,2011,2015
/organization/astute-medical,Astute Medical,http://www.astutemedical.com,Biotechnology|Health Care|Health Diagnostics,126134082,operating,USA,CA,San Diego,San Diego,7,2007-01-01,2007-01,2007-Q1,2007,2008-05-01,2015-10-14,2008,2015
/organization/fibrogen,FibroGen,http://www.fibrogen.com,Biotechnology,126023000,operating,USA,CA,SF Bay Area,San Francisco,3,1993-01-01,1993-01,1993-Q1,1993,2005-02-17,2014-12-10,2005,2014
/organization/8x8-inc,8x8 Inc,https://www.8x8.com,Contact Centers|Telecommunications|Unifed Communications|Video Conferencing,126000000,ipo,USA,CA,SF Bay Area,San Jose,1,1987-01-01,1987-01,1987-Q1,1987,2013-11-20,2013-11-20,2013,2013
/organization/neotract,Neotract,http://urolift.com/,Health Care,125964844,closed,USA,CA,SF Bay Area,Mountain View,4,2004-01-01,2004-01,2004-Q1,2004,2006-03-30,2014-01-28,2006,2014
/organization/avinger,Avinger,http://www.avinger.com,Health Care,125796572,ipo,USA,CA,SF Bay Area,Redwood City,5,2007-01-01,2007-01,2007-Q1,2007,2011-01-11,2014-09-15,2011,2014
/organization/rdio,Rdio,http://www.rdio.com/,Music,125700000,closed,USA,CA,SF Bay Area,San Francisco,6,2008-08-01,2008-08,2008-Q3,2008,2009-10-14,2014-04-01,2009,2014
/organization/metricstream,MetricStream,http://metricstream.com,Risk Management|Software,125020000,operating,USA,CA,SF Bay Area,Palo Alto,6,1999-01-01,1999-01,1999-Q1,1999,2006-09-29,2014-09-04,2006,2014
/organization/alignment-healthcare,Alignment Healthcare,http://www.alignmenthealthcare.com/,Health Care,125000000,closed,USA,CA,Anaheim,Irvine,1,2013-01-01,2013-01,2013-Q1,2013,2014-04-28,2014-04-28,2014,2014
/organization/boingo-wireless,Boingo Wireless,http://www.boingo.com,Software|Telecommunications,125000000,ipo,USA,CA,Los Angeles,Los Angeles,3,2001-01-01,2001-01,2001-Q1,2001,2003-10-10,2014-12-01,2003,2014
/organization/collectivehealth,Collective Health,http://collectivehealth.com,Analytics|Business Intelligence|Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Insurance|Software,125000000,operating,USA,CA,SF Bay Area,San Mateo,3,2013-01-01,2013-01,2013-Q1,2013,2014-01-31,2015-10-20,2014,2015
/organization/siluria-technologies,Siluria Technologies,http://www.siluria.com,Nanotechnology,124468875,operating,USA,CA,SF Bay Area,San Francisco,7,2008-01-01,2008-01,2008-Q1,2008,2009-06-05,2015-11-17,2009,2015
/organization/intuity-medical,Intuity Medical,http://www.intuitymedical.com,Health Care|Medical Devices,124402778,operating,USA,CA,SF Bay Area,Sunnyvale,10,2002-01-01,2002-01,2002-Q1,2002,2010-01-05,2015-07-10,2010,2015
/organization/yodlee,Yodlee,http://www.yodlee.com,Finance,124309780,acquired,USA,CA,SF Bay Area,Redwood City,4,1999-01-01,1999-01,1999-Q1,1999,2006-06-29,2012-05-09,2006,2012
/organization/on-ramp-wireless,Ingenu,http://www.ingenu.com,Communications Infrastructure|Internet of Things|Mobile|Smart Grid|Wireless,123584454,operating,USA,CA,San Diego,San Diego,7,2008-04-01,2008-04,2008-Q2,2008,2009-08-06,2015-07-28,2009,2015
/organization/soundcloud,SoundCloud Inc.,http://www.soundcloud.com/,Artists Globally|Independent Music Labels|Music|Network Security|Usability,123319000,operating,USA,CA,Los Angeles,Los Angeles,5,2011-01-01,2011-01,2011-Q1,2011,2009-04-14,2014-07-31,2009,2014
/organization/stoke,Stoke,http://www.stoke.com,Mobile,122609480,operating,USA,CA,SF Bay Area,Santa Clara,11,2004-01-01,2004-01,2004-Q1,2004,2004-01-01,2014-02-02,2004,2014
/organization/aragon-pharmaceuticals,Aragon Pharmaceuticals,http://www.aragonpharmaceuticals.com,Biotechnology|Health and Wellness,122000000,acquired,USA,CA,San Diego,San Diego,4,2009-01-01,2009-01,2009-Q1,2009,2009-05-27,2012-10-04,2009,2012
/organization/ooyala,Ooyala,http://www.ooyala.com,Analytics|Video|Video Streaming,122000000,acquired,USA,CA,SF Bay Area,Mountain View,7,2007-04-05,2007-04,2007-Q2,2007,2007-06-01,2013-12-11,2007,2013
/organization/mblox,Mblox,http://mblox.com,Mobile|SMS|Wireless,121842730,operating,USA,CA,SF Bay Area,Campbell,7,1999-01-01,1999-01,1999-Q1,1999,2004-07-09,2014-07-07,2004,2014
/organization/21e6,21 Inc,https://21.co,Big Data|Bitcoin|Hardware + Software|Technology,121050000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-05-01,2013-05,2013-Q2,2013,2013-11-17,2015-03-10,2013,2015
/organization/pulse-electronics,Pulse Electronics,http://www.pulseelectronics.com,Hardware + Software,121044236,acquired,USA,CA,San Diego,San Diego,3,1947-01-01,1947-01,1947-Q1,1947,2012-11-20,2014-03-05,2012,2014
/organization/glaukos,Glaukos,http://www.glaukos.com,Health Care,121000392,ipo,USA,CA,Los Angeles,Laguna Hills,7,2001-01-01,2001-01,2001-Q1,2001,2002-09-01,2013-02-07,2002,2013
/organization/banjo,Banjo,http://www.ban.jo,Android|Apps|Concerts|Internet|iOS|iPad|iPhone|Location Based Services|Mobile|News|Real Time|Social Media|Social Search|Sports,121000000,operating,USA,CA,SF Bay Area,Redwood City,3,2011-06-22,2011-06,2011-Q2,2011,2010-08-01,2015-05-06,2010,2015
/organization/spidercloud-wireless,SpiderCloud Wireless,http://www.spidercloud.com,Enterprise Software,120999995,operating,USA,CA,SF Bay Area,San Jose,5,2007-01-01,2007-01,2007-Q1,2007,2009-12-12,2015-01-06,2009,2015
/organization/juniper-networks,Juniper Networks,http://www.juniper.net,Communications Hardware|Security|Technology,120607339,ipo,USA,CA,SF Bay Area,Sunnyvale,2,1996-02-06,1996-02,1996-Q1,1996,2012-12-27,2014-01-22,2012,2014
/organization/aerovance,Aerovance,http://www.aerovance.com,Biotechnology,120500000,closed,USA,CA,CA - Other,Lucerne Valley,5,2004-01-01,2004-01,2004-Q1,2004,2007-03-28,2011-03-21,2007,2011
/organization/insikt-inc-,"Insikt, Inc.",http://www.insikt.com,Financial Services,120500000,operating,USA,CA,SF Bay Area,San Francisco,6,2012-11-01,2012-11,2012-Q4,2012,2013-03-01,2015-07-27,2013,2015
/organization/beats-music,Beats Music,http://beatsmusic.com,Android|Internet|iOS|Music,120000000,closed,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-01,2013-Q1,2013,2013-03-01,2014-03-11,2013,2014
/organization/caspian-networks,Caspian Networks,http://www.caspiannetworks.com,Computers|Internet|Networking,120000000,closed,USA,CA,SF Bay Area,San Jose,1,1999-01-01,1999-01,1999-Q1,1999,2002-02-27,2002-02-27,2002,2002
/organization/chrome-river-technologies,Chrome River Technologies,http://www.chromeriver.com,SaaS|Software,120000000,operating,USA,CA,Los Angeles,Los Angeles,3,2007-01-01,2007-01,2007-Q1,2007,2012-05-01,2015-06-30,2012,2015
/organization/hampton-creek-foods,Hampton Creek,http://www.hamptoncreek.com/,Consumer Goods|Environmental Innovation|Specialty Foods|Technology,120000000,operating,USA,CA,SF Bay Area,San Francisco,5,2011-12-01,2011-12,2011-Q4,2011,2011-01-01,2014-12-18,2011,2014
/organization/telogis,Telogis,http://www.telogis.com,Enterprises|Enterprise Software|Fleet Management|Gps|Navigation|SaaS|Software|Transportation,120000000,operating,USA,CA,Anaheim,Aliso Viejo,5,2001-03-01,2001-03,2001-Q1,2001,2009-04-03,2015-05-18,2009,2015
/organization/tv2-holding,TV2 Holding,http://trivascular.com,Biotechnology,119865030,operating,USA,CA,Napa Valley,Santa Rosa,5,2007-01-01,2007-01,2007-Q1,2007,2009-11-06,2013-11-07,2009,2013
/organization/delphix,Delphix,http://www.delphix.com,Software,119500000,operating,USA,CA,SF Bay Area,Menlo Park,4,2008-06-01,2008-06,2008-Q2,2008,2009-02-04,2015-07-13,2009,2015
/organization/adchemy,Adchemy,http://www.adchemy.com,Advertising,119191000,acquired,USA,CA,SF Bay Area,Foster City,7,2004-01-01,2004-01,2004-Q1,2004,2005-02-09,2011-09-21,2005,2011
/organization/fulcrum-bioenergy,Fulcrum Bioenergy,http://www.fulcrum-bioenergy.com,Clean Technology,119000000,operating,USA,CA,SF Bay Area,Pleasanton,4,2007-01-01,2007-01,2007-Q1,2007,2008-04-28,2015-07-01,2008,2015
/organization/alienvault,AlienVault,http://www.alienvault.com,Security,118400035,operating,USA,CA,SF Bay Area,San Mateo,8,2007-03-07,2007-03,2007-Q1,2007,2010-06-16,2015-08-19,2010,2015
/organization/tidemark,Tidemark,http://www.tidemark.com,Analytics|Cloud Computing|Enterprises|PaaS|SaaS,118370901,operating,USA,CA,SF Bay Area,Redwood City,8,2009-01-01,2009-01,2009-Q1,2009,2010-10-07,2015-06-16,2010,2015
/organization/danger,Danger,http://danger.com,Software,118300000,acquired,USA,CA,SF Bay Area,Palo Alto,5,1999-12-01,1999-12,1999-Q4,1999,2000-09-22,2006-11-21,2000,2006
/organization/gainspan,GainSpan,http://www.gainspan.com,Semiconductors,118188900,operating,USA,CA,SF Bay Area,San Jose,9,2006-09-01,2006-09,2006-Q3,2006,2006-09-01,2014-12-31,2006,2014
/organization/a10-networks,A10 Networks,http://www.a10networks.com,Cloud Computing|Communications Hardware|Hardware|Networking|Optimization|Security|SEO|Technology|Virtualization|Web Hosting,118000000,ipo,USA,CA,SF Bay Area,San Jose,4,2004-10-01,2004-10,2004-Q4,2004,2005-01-01,2013-10-03,2005,2013
/organization/tegile-systems,Tegile Systems,http://www.tegile.com,Data Center Infrastructure|Enterprise Hardware|Flash Storage|Virtualization,117523823,operating,USA,CA,SF Bay Area,Newark,4,2010-01-01,2010-01,2010-Q1,2010,2010-07-01,2015-05-27,2010,2015
/organization/gynesonics,Gynesonics,http://www.gynesonics.com,Health Care,117296441,operating,USA,CA,SF Bay Area,Redwood City,10,2005-01-01,2005-01,2005-Q1,2005,2007-01-24,2015-11-17,2007,2015
/organization/achaogen,Achaogen,http://www.achaogen.com,Biotechnology|Health Care,116605707,ipo,USA,CA,SF Bay Area,South San Francisco,4,2004-01-01,2004-01,2004-Q1,2004,2004-08-01,2013-03-22,2004,2013
/organization/one-medical-group,One Medical Group,http://www.onemedical.com,Doctors|Health Care|Medical,116500000,operating,USA,CA,SF Bay Area,San Francisco,6,2007-01-01,2007-01,2007-Q1,2007,2007-01-01,2014-04-17,2007,2014
/organization/sutro-biopharma,Sutro Biopharma,http://www.sutrobio.com,Biotechnology,116305000,operating,USA,CA,SF Bay Area,South San Francisco,7,2003-01-01,2003-01,2003-Q1,2003,2006-01-01,2013-12-11,2006,2013
/organization/solaria,Solaria,http://www.solaria.com,Clean Technology,116169114,operating,USA,CA,SF Bay Area,Fremont,5,1963-01-01,1963-01,1963-Q1,1963,2009-12-07,2015-02-25,2009,2015
/organization/couchbase,Couchbase,http://www.couchbase.com,Analytics|Big Data|Databases|Enterprise Software,116000000,operating,USA,CA,SF Bay Area,Mountain View,6,2009-01-02,2009-01,2009-Q1,2009,2009-01-01,2014-06-26,2009,2014
