id,label,type,primaryCategory,allCategories,country,city,nodeDescription,startDate,endDate,latitude,longitude,SIC,url
2A3424,Gulf of Suez Petroleum Co,Company,Mining,Mining;Mining;Mining;,Egypt,Cairo,,,,30.0488185,31.2436663,1311,
01164F,Alarko Holding AS,Company,Services,"Finance, Insurance, And Real Estate;Services;Finance, Insurance, And Real Estate;Services;Finance, Insurance, And Real Estate;Services;",Turkey,Istanbul,,,,41.0096334,28.9651646,8711,
12543H,CHZ Novaky(Czechoslovakia),Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;,Czech Republic,Bratislava,,1992-01-16,,49.1686623,16.6231418,2819,
Axpo_node,Axpo Holding AG,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;",Switzerland,Zurich,,,,47.3685586,8.5404434,4911,
00537Z,AceaElectrabel SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;",Italy,Rome,,2003-09-23,,41.8935085,12.4825526,4911,
29952Q,Eurasia Drilling Co Ltd,Company,Mining,Mining;Mining;,Russian Fed,Moscow,,,,55.7516335,37.6187042,1381,
90347Y,UCAR Carbon Italia,Company,Manufacturing,Manufacturing;,Italy,,,1991-03-04,,42.6384261,12.674297,2819,
60369H,Ministry of Engineering(UE),Company,Services,Services;,Ukraine,,,,,49.4871968,31.2718321,8711,
31564R,Fiat Impresit Sistemi,Company,Construction,Construction;Construction;,Italy,"Rivoli, Torino",,,,45.0697151,7.5176764,1623,
21852X,Cordusio,Company,Manufacturing,Manufacturing;Manufacturing;,Italy,,,1994-11-16,,42.6384261,12.674297,2819,
87659Z,Tatnefteprom,Company,Mining,Mining;Mining;Mining;,Russian Fed,"Almetyevsk, Tatarstan Republic",,1997-09-26,,,,1311,
74969M,RJSC Gasprom,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
1C0298,Venineft LLC,Company,Mining,Manufacturing;Construction;Mining;,Russian Fed,"Sakhalinskaya Oblast,",,,,43.1338322,131.9376027,1382,
0A6550,Uzbekenergo OJSC,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Uzbekistan,Tashket City,,,,,,4911,
29304Y,Eneroreparati(Renel/Romania),Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Romania,,,,,45.9852129,24.6859225,4911,
98914R,Zarubezhneft' OAO,Company,Mining,Mining;Mining;Mining;,Russian Fed,Moscow,,1995-10-06,,55.7516335,37.6187042,1311,
62661E,Murmansk Shipping Co,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,,,,,64.6863136,97.7453061,4412,
72421N,Piraeus Container Terminal SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Manufacturing;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Perama,,,,39.6932343,20.8466667,4412,
48666E,Kazakhstan National Petroleum,Company,Mining,Mining;,Kazakhstan,,,1992-11-30,,47.2286086,65.2093197,1311,
31502G,Fermar(Ferruzzi Finanziaria),Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Ravenna,,,,44.4161414,12.2017617,4412,
9A1160,CW Enerji Ticaret ve Sanayi,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Antalya,,,,36.9008783,30.6937117,4911,
55169R,MSC Crociere SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Services;",Italy,,,,,42.6384261,12.674297,4412,
00548Q,Adamovske Strojirny(CZ),Company,Services,Services;,Czech Republic,Adamov,,,,49.2991249,16.6571771,8711,
49202R,Kepez Elektrik TAS,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Antalya,,1993-02-28,,36.9008783,30.6937117,4911,
82925H,Sindat,Company,Manufacturing,Manufacturing;Manufacturing;Manufacturing;,Czech Republic,,,,,49.8167003,15.4749544,2819,
87346F,TVEL,Company,Manufacturing,Mining;Manufacturing;,Russian Fed,Moscow,,,,55.7516335,37.6187042,2819,
87328H,TEB SA,Company,Services,Services;,Greece,,,1997-02-14,,39.000041,21.9999569,8711,
50212Y,LPL Shipping Co,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,,,,,39.000041,21.9999569,4412,
90115Z,2 Mai SA(Romania),Company,Manufacturing,Services;Manufacturing;,Romania,Magnalia,,,,,,3731,
64009E,Neftochim Bourgas(Bulgaria),Company,Mining,Mining;Mining;Mining;,Bulgaria,,,,,42.6073975,25.4856617,1311,
64009T,Neftegas Ltd(Exxon Corp),Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
55289W,MAGE Co,Company,Mining,Mining;Mining;,Russian Fed,,,1995-01-01,,64.6863136,97.7453061,1311,
37295X,Geoplin SA,Company,Mining,Mining;Mining;Mining;,Croatia,,,2007-10-04,,45.5643442,17.0118954,1311,
61989H,Motor Sich,Company,Mining,Mining;,Italy,,,,,42.6384261,12.674297,1311,
Lukoil_node,Lukoil,Company,Mining,Manufacturing;Mining;Mining;Mining;Manufacturing;,Russian Fed,Moscow,,1992-07-24,,55.7516335,37.6187042,1311,
04676T,Atel Energia Srl,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Milan,,2007-11-11,,45.4667971,9.1904984,4911,
96766K,Wiener Stadtwerke Holding AG,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Finance, Insurance, And Real Estate;",Austria,Vienna,,,,48.2083537,16.3725042,4931,
13788Z,Cantieri Navali Baglietto SpA,Company,Manufacturing,Manufacturing;,Italy,Varazze,,,,44.3595345,8.5749572,3731,
90012L,Turkiye Elektrik Dagitim AS,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Ankara,,,,39.9220794,32.853758,4911,
71640Z,P.C.C,Company,Manufacturing,Manufacturing;,Iran,,,,,32.9407496,52.9471344,3533,
91687J,TNK-BP Holding,Company,Mining,Mining;Mining;,Russian Fed,Moscow,,2010-04-04,,55.7516335,37.6187042,1311,
25683V,Dolomiti Energia SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Trento,,,,46.0664228,11.1257601,4931,
88033V,Tengizchevroil,Company,Mining,Mining;Mining;Mining;,Kazakhstan,Tengiz,,,,46.161377,53.4226896,1311,
51839K,Latsis,Company,Services,Services;,Greece,,,,,39.000041,21.9999569,8711,
78581X,STS,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,,,,,64.6863136,97.7453061,4911,
42772T,Heroflon,Company,Manufacturing,Manufacturing;Manufacturing;,Italy,"Collebeato, Brescia",,,,45.5813147,10.2102711,2819,
37219V,Plinovodi doo,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Slovenia,Ljubljana,,2011-12-09,,46.049865,14.5068921,4922,
90928L,Unified Electricity Systems,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,,,,,64.6863136,97.7453061,4911,
46584H,Italiana Petroli SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Genova,,,,44.40726,8.9338624,4925,
Electricite_node,Electricite de France Intl SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services",,France,Paris,,,,48.8564915,2.3521562,4911,
90250Z,TNK,Company,Mining,Mining;Mining;Mining;,Russian Fed,Moscow,,1998-02-23,,55.7516335,37.6187042,1311,
83497V,State Oil Concern Turkmeneft,Company,Mining,Mining;,Turkmenistan,,,,,39.3763807,59.3924609,1311,
67075V,OAO Arkhangelskgeoldobycha,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
12115T,Burgas,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1381,
50127H,Kurchatov Institute,Company,Services,Services;,Russian Fed,Moscow,,,,55.7516335,37.6187042,8711,
50127N,Kurchatov Institute,Company,Services,Services;,Russian Fed,Moscow,,,,55.7516335,37.6187042,8711,
52648Z,Leviathan Field Licenses(2),Company,Mining,Mining;Mining;Mining;,Israel,,,,,30.8760272,35.0015196,1311,
92873E,Yuzhkazneftegaz(Kazakhstan),Company,Mining,Mining;,Kazakhstan,,,1994-06-28,,47.2286086,65.2093197,1311,
68591N,Orenburgneft,Company,Mining,Mining;,Russian Fed,Tyumen,,,,57.1535343,65.5422759,1311,
05766Z,Balcar,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
40636F,Hallwood Caspian Petroleum LLC,Company,Mining,Mining;,Azerbaijan,,,1994-04-29,,40.3936294,47.7872508,1311,
71679L,Petrom SA,Company,Mining,Mining;Mining;Mining;,Romania,Bucharest,,1999-06-17,,44.4361414,26.1027443,1311,
07340Q,Beach Petroleum SRL,Company,Mining,Mining;Mining;Mining;,Romania,,,,,45.9852129,24.6859225,1311,
78229J,Saint Gobain Vetri SpA,Company,Manufacturing,Manufacturing;,Italy,,,2010-07-22,,42.6384261,12.674297,3221,
46535A,Italmanndorle,Company,Manufacturing,Manufacturing;,Italy,,,,,42.6384261,12.674297,2819,
36391V,E ON Hungaria Zrt,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Hungary,Budapest,,,,47.4983815,19.0404707,4911,
82265C,Shell Bulgaria EAD,Company,Mining,Mining;Mining;Mining;,Bulgaria,Sofia,,,,42.6977211,23.3225964,1311,
36227T,GPO Uzneftepererabotka,Company,Mining,Public Administration;Public Administration;Mining;,Uzbekistan,,,,,41.32373,63.9528098,1311,
46278P,OAO Nauchno Proizvodstvennaja,Company,Services,Services;Manufacturing;,Russian Fed,Irkutsk,,,,52.2895979,104.2805843,8711,
92690A,Villanyszereloeipari Rt,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Hungary,,,,,47.1817585,19.5060937,4911,
28236Q,Egyptian Electricity Authority,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Egypt,,,1993-02-20,,26.2540493,29.2675469,4911,
28236T,Egypt Gas Co,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Egypt,,,1994-11-30,,26.2540493,29.2675469,4924,
05477Z,Azerbaijan International Oil,Company,Mining,Mining;,Azerbaijan,,,1993-06-25,,40.3936294,47.7872508,1311,
86720N,Sunerg Solar SrL,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Citta Di Castello,,2006-07-06,,43.4574403,12.2405096,4911,
67772X,Neftegazinkor,Company,Mining,Mining;Mining;Mining;,Russian Fed,Moscow,,,,55.7516335,37.6187042,1311,
59162H,Metrostav AS,Company,Services,Services;,Czech Republic,,,,,49.8167003,15.4749544,8711,
00057C,Agsm Verona SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Verona,,,,45.4384958,10.9924122,4911,
82577X,Sibneft,Company,Mining,Mining;,Russian Fed,Moscow,,,,55.7516335,37.6187042,1381,
92778Z,VA Tech Voest MCE,Company,Services,Services;,Austria,Linz,,,,48.3059078,14.286198,8711,
63935H,Navigation Maritime Bulgare,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Bulgaria,Varna,,,,43.2166104,27.9017131,4412,
92778C,VA Technologie AG,Company,Services,Services;Manufacturing;Manufacturing;Construction;,Austria,Linz,,,,48.3059078,14.286198,8711,
67083A,OEMV AG(Austria),Company,Mining,Wholesale Trade;Mining;Manufacturing;,Austria,Vienna,,,,48.2083537,16.3725042,1311,
24663Q,Delek Fuel Corp,Company,Mining,Mining;Mining;Mining;,Israel,,,1990-09-11,,30.8760272,35.0015196,1311,
24663R,Delek Oil Exploration Ltd,Company,Mining,Mining;,Israel,,,1990-09-11,,30.8760272,35.0015196,1311,
03168A,Amoco Egypt Oil Co(Amoco Corp),Company,Mining,Mining;,Egypt,"Digla, Maadi",,1994-11-30,,29.9592045,31.3163019,1311,
69760Y,OZDIL Inc,Company,Services,"Transportation, Communications, Electric, Gas, And Sanitary Services;Construction;Construction;Services;",Turkey,,,,,38.9597594,34.9249653,8711,
29231W,Enerpred Corp,Company,Manufacturing,Manufacturing;Services;Manufacturing;Manufacturing;,Russian Fed,Irkutsk,,,,52.2895979,104.2805843,3569,
29319N,EnergieAllianz Austria GmbH,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Austria,Wien,,,,48.2083537,16.3725042,4911,
67608J,Odessos Shiprepair Yard SA,Company,Manufacturing,Wholesale Trade;Manufacturing;Manufacturing;,Bulgaria,Varna,,,,43.2166104,27.9017131,3731,
83393V,SOCO Perm Russia(Perm Russia),Company,Mining,Mining;,Russian Fed,,,1993-08-18,,64.6863136,97.7453061,1311,
90438A,UniCredit Banca Mobiliare SpA,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Services;Finance, Insurance, And Real Estate;Services;Services;Finance, Insurance, And Real Estate;",Italy,Milan,,,,45.4667971,9.1904984,6211,
Y1771G,Costamare Inc,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Athens,,,,37.9841493,23.7279843,4412,
68675E,Ormat Systems Ltd,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Israel,,,,,30.8760272,35.0015196,4911,
77842P,Rosshel'f,Company,Mining,Mining;Mining;Mining;,Russian Fed,St. Petersburg,,1993-08-27,,59.9393657,30.3153628,1311,
04613W,Astem Lodi SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Services;",Italy,Lodi,,2006-07-28,,45.3138959,9.503263,4925,
46682R,MKG ITERA,Company,Mining,Mining;Mining;Mining;,Russian Fed,Moscow,,2002-12-31,,55.7516335,37.6187042,1311,
92858V,Volgodonsk,Company,Manufacturing,Manufacturing;,Russian Fed,,,,,64.6863136,97.7453061,3569,
40328N,Guris Insaat ve Muhendislik AS,Company,Construction,Construction;Services;Construction;,Turkey,Ankara,,,,39.9220794,32.853758,1623,
82216J,SeverEnergiya,Company,Mining,"Mining;Mining;Mining;Finance, Insurance, And Real Estate;",Russian Fed,Moscow,,2011-09-16,,55.7516335,37.6187042,1311,
GAZPSB,Gazprom_Sub_List,Company,Mining,"Manufacturing;Mining;Mining;Mining;Finance, Insurance, And Real Estate;",Russian Fed,Moscow,,2001-03-21,,55.7516335,37.6187042,1311,
98826A,Zim Integrated Shipping Svcs,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Israel,Haifa,,,,32.8191218,34.9983856,4412,
81813N,Severmorneftegeofizika,Company,Mining,Mining;Mining;,Russian Fed,,,1995-01-01,,64.6863136,97.7453061,1311,
59124V,Metallchim-Progress AG,Company,Services,Manufacturing;Manufacturing;Manufacturing;Services;,Russian Fed,Moscow,,,,55.7516335,37.6187042,8711,
80582J,Sazeh Consultants PJSC,Company,Services,Services;Services;Services;,Iran,Tehran,,,,35.686172,51.4223519,8711,
71399X,Peri,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Georgia,,,,,32.3293809,-83.1137365,4911,
47280F,Istrabenz Gorenje,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Slovenia,,,,,45.8133113,14.4808369,4911,
11204Q,Brodosplit dd,Company,Manufacturing,Wholesale Trade;Manufacturing;,Croatia,Split,,,,43.5115555,16.4396801,3731,
24812Q,Demikhov,Company,Services,Services;Manufacturing;,Russian Fed,Orekhovo Zuyevo,,,,55.8083278,38.9790038,8711,
56824C,Marine Geophysics Research,Company,Mining,Mining;Mining;,Russian Fed,,,1995-01-01,,64.6863136,97.7453061,1311,
86367U,Transgaz SA,Company,Mining,"Transportation, Communications, Electric, Gas, And Sanitary Services;Mining;",Romania,Medias,,,,46.1649111,24.3511266,1321,
60622W,MCN,Company,Manufacturing,"Transportation, Communications, Electric, Gas, And Sanitary Services;Manufacturing;",Russian Fed,,,,,64.6863136,97.7453061,3731,
45769Q,Inocon(High Tech Holding),Company,Services,Services;,Austria,,,,,47.2000338,13.199959,8711,
55311K,MOL Rt,Company,Mining,Mining;Mining;Mining;,Hungary,Budapest,,1994-09-30,,47.4983815,19.0404707,1311,
17160T,Cia Tecnica Internazionale,Company,Services,Services;,Italy,Rome,,,,41.8935085,12.4825526,8711,
50293W,Kvadro Kft,Company,Manufacturing,Manufacturing;Manufacturing;,Hungary,,,,,47.1817585,19.5060937,3221,
83158P,Slovnaft as,Company,Mining,Manufacturing;Mining;,Czech Republic,Bratislava,,1992-01-16,,49.1686623,16.6231418,1311,
10005M,BVK,Company,Manufacturing,Manufacturing;Manufacturing;,Hungary,,,,,47.1817585,19.5060937,2819,
12016A,Bulkitalia Intl(Coeclerici),Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,16122 Genova,,,,44.40726,8.9338624,4412,
71651L,Petros J Goulandris Sons Group,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,,,1999-02-12,,39.000041,21.9999569,4412,
10005W,Borsa Italiana SpA,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;",Italy,Milan,,,,45.4667971,9.1904984,6211,
78438R,STF SpA,Company,Manufacturing,Manufacturing;Manufacturing;,Italy,Milan,,,,45.4667971,9.1904984,3443,
78224N,NK RussNeft',Company,Mining,Mining;Mining;Mining;,Russian Fed,Moscow,,,,55.7516335,37.6187042,1311,
87891W,Tenex,Company,Manufacturing,Mining;Manufacturing;Wholesale Trade;,Russian Fed,Moscow,,,,55.7516335,37.6187042,2819,
M37576,Elbit Vision Systems Ltd,Company,Manufacturing,Manufacturing;,Israel,Kadima,,,,32.2764459,34.9125436,3823,
90017A,Turkmengaz,Company,Mining,Mining;,Turkmenistan,,,1999-11-01,,39.3763807,59.3924609,1311,
06179L,Bul-Energy OOD,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Bulgaria,,,,,42.6073975,25.4856617,4911,
87656B,Tatneft' im V D Shashina,Company,Mining,"Wholesale Trade;Mining;Manufacturing;Services;Finance, Insurance, And Real Estate;Mining;Mining;",Russian Fed,Almetyevsk,,1997-09-26,,54.8996495,52.3014846,1311,
50056N,OAO KomiTEK,Company,Mining,Wholesale Trade;Mining;Manufacturing;,Russian Fed,Komi Republic,,1998-12-08,,63.9881421,54.3326073,1311,
01080Z,Aksoy Holding AS,Company,Mining,"Wholesale Trade;Construction;Mining;Construction;Finance, Insurance, And Real Estate;Finance, Insurance, And Real Estate;Mining;Mining;",Turkey,Istanbul,,,,41.0096334,28.9651646,1311,
73154P,Poltavanaftogazgeologiya,Company,Mining,Mining;Mining;Mining;,Ukraine,,,2007-07-12,,49.4871968,31.2718321,1311,
05348R,Avangard Shipbuilding Plant,Company,Manufacturing,Manufacturing;,Russian Fed,,,,,64.6863136,97.7453061,3731,
04968P,ZAO AtomStroyExport,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Moscow,,,,55.7516335,37.6187042,4911,
X7023M,Public Power Corp SA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Greece,Athens,,,,37.9841493,23.7279843,4911,
48250V,KHK Poisk,Company,Mining,"Mining;Mining;Finance, Insurance, And Real Estate;",Kazakhstan,,,1994-04-26,,47.2286086,65.2093197,1311,
80374Z,Sarlux Srl,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Milan,,,,45.4667971,9.1904984,4911,
90371N,Ukrainian State Committee,Company,Mining,Mining;,Ukraine,,,,,49.4871968,31.2718321,1311,
93539T,Suleimaniah Gas Power Station,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Iraq,Suleimaniah,,,,,,4911,
78309F,Russian Fuel & Energy Ministry,Company,Public Administration,Public Administration;Public Administration;,Russian Fed,,,,,64.6863136,97.7453061,9631,
78309T,Russian International Economic,Company,Mining,Mining;,Russian Fed,,,,,64.6863136,97.7453061,1311,
68557W,Orava Niznansd SP,Company,Services,Services;,Slovakia,,,1991-07-17,,48.7411522,19.4528646,8711,
46777Y,Italtrading SpA,Company,Mining,Mining;Mining;Mining;,Italy,Milan,,,,45.4667971,9.1904984,1311,
40246A,Gulf Oil International GmbH,Company,Mining,Mining;,Austria,,,,,47.2000338,13.199959,1311,
83561Q,Soli Group LLC,Company,Services,Services;,Israel,,,,,30.8760272,35.0015196,8711,
48679Z,Kazgiprotsvetmet,Company,Services,Services;,Kazakhstan,,,,,47.2286086,65.2093197,8711,
24218B,Dead Sea Bromine Group,Company,Manufacturing,Manufacturing;,Israel,"Beersheba, Southern",,,,,,2819,
13321A,Camel Robot,Company,Manufacturing,Manufacturing;,Italy,,,,,42.6384261,12.674297,3569,
87862M,TPL Tecnologie Progetti Lavori,Company,Services,Services;Services;Services;,Italy,Roma,,,,41.8935085,12.4825526,8711,
26871L,ENPPI,Company,Services,Services;Construction;Construction;,Egypt,"El-Horreya, Heliopolis, Cairo",,2008-03-10,,30.0975208,31.3435107,8711,
47682M,JOEL,Company,Mining,Mining;Mining;Mining;,Israel,Petah Tikva,,1990-09-11,,32.0877639,34.8859985,1311,
47682R,Jerusalem Global Ltd,Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Israel,Jerusalem,,,,31.7968155,35.2137815559015,6211,
82266J,Shell Pecten(Shell Oil Co),Company,Mining,Mining;,Ukraine,,,,,49.4871968,31.2718321,1311,
86634W,Tarbagatay Munai LLP,Company,Mining,Mining;Mining;Mining;,Kazakhstan,,,,,47.2286086,65.2093197,1311,
83542B,Sondel(Falck),Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Milan,,,,45.4667971,9.1904984,4911,
83386E,SOCAR,Company,Mining,Mining;Mining;Mining;,Azerbaijan,Baku,,1994-02-15,,40.3754289,49.8328549,1311,
81720E,Senega,Company,Mining,Public Administration;,Russian Fed,Novi Urengoi,,,,66.085196,76.6799167,1311,
73056M,Poisk(Kazakhstan),Company,Mining,Mining;Mining;,Kazakhstan,,,1995-04-17,,47.2286086,65.2093197,1311,
88395J,TerniEnergia SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Manufacturing;Manufacturing;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Narni,,2010-06-08,,42.5195891,12.5152257,4911,
04729E,Aksa Enerji Uretim AS,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Turkey,Istanbul,,,,41.0096334,28.9651646,4911,
81818E,ZAO Severstaltrans,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,Moscow,,,,55.7516335,37.6187042,4922,
36952V,GE Oil & Gas,Company,Manufacturing,Manufacturing;Mining;,Italy,Florence,,,,43.7698712,11.2555757,3533,
26746A,Dyatkovo Factory,Company,Manufacturing,Manufacturing;,Russian Fed,,,,,64.6863136,97.7453061,3221,
04218P,Armaturentechnik Gerald Zak,Company,Manufacturing,Manufacturing;Manufacturing;,Austria,,,,,47.2000338,13.199959,3491,
29761K,Eteva(National Bank Of Greece),Company,"Finance, Insurance, And Real Estate","Finance, Insurance, And Real Estate;",Greece,,,,,39.000041,21.9999569,6211,
87372A,TB Piesslinger Ges.m.b.H.,Company,Services,Services;Services;Services;Services;,Austria,,,,,47.2000338,13.199959,8711,
01295P,A2A SpA,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Construction;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;Transportation, Communications, Electric, Gas, And Sanitary Services;",Italy,Brescia,,,,45.5399392,10.2204897,4911,
75148P,RAO EES,Company,"Transportation, Communications, Electric, Gas, And Sanitary Services","Transportation, Communications, Electric, Gas, And Sanitary Services;",Russian Fed,,,,,64.6863136,97.7453061,4911,
91724D,UNGG,Company,Mining,Mining;Mining;Mining;,Russian Fed,Urengoy,,,,65.9642323,78.3679808,1311,
44900Z,INA Industrija Nafte dd,Company,Mining,Mining;Mining;Mining;,Croatia,Zagreb,,,,45.8131545,15.9770298,1311,
59053A,Merk Solar Enerji Cozumleri,Company,Services,Services;Construction;,Turkey,Istanbul,,,,41.0096334,28.9651646,8711,
42804I,Herwig Kruezhuber,Company,Services,Services;,Austria,,,1991-07-17,,47.2000338,13.199959,8711,
90864Z,Union Texas Qobustan Ltd,Company,Mining,Mining;,Azerbaijan,,,,,40.3936294,47.7872508,1311,
